,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1847,U001,0200769623,WAL-MAR co,2020-06-01 16:54:47.625000,2020.0,1930842372.0,2020-05-01 00:00:00,2020-05-16 00:00:00,2020-05-01 00:00:00,NAH4,9451.33,16-30
1848,U001,0200726979,BJ'S  in,2020-03-22 13:05:34.140625,2020.0,1930592847.0,2020-03-06 00:00:00,2020-03-21 00:00:00,2020-03-06 00:00:00,NAA8,9222.81,0-15
1849,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1850,U001,0200723794,MID MO corporation,2020-03-27 17:32:52.781250,2020.0,1930623165.0,2020-03-10 00:00:00,2020-03-25 00:00:00,2020-03-10 00:00:00,NAA8,94647.64,0-15
1851,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1852,U001,0200790107,ROU us,2020-04-23 01:15:45,2020.0,1930690821.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAC6,45459.95,16-30
1853,U001,200769623,WAL-MAR foundation,2020-06-11 19:04:01.625000,2020.0,1930885428.0,2020-05-11 00:00:00,2020-05-26 00:00:00,2020-05-11 00:00:00,NAH4,6832.71,16-30
1854,U001,0100001196,DOLLAR trust,2020-05-21 01:01:47.117187500,2020.0,1930857501.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAA8,9735.16,0-15
1855,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1856,U001,0200769623,WAL-MAR in,2020-05-17 08:13:17.125000,2020.0,1930793324.0,2020-04-17 00:00:00,2020-05-02 00:00:00,2020-04-17 00:00:00,NAH4,32352.32,16-30
1857,U001,200769623,WAL-MAR foundation,2020-05-11 02:28:59,2020.0,1930766061.0,2020-04-09 00:00:00,2020-04-24 00:00:00,2020-04-09 00:00:00,NAH4,7053.94,16-30
1858,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1859,U001,0200769623,WAL-MAR co,2020-04-09 14:44:59.500000,2020.0,1930605684.0,2020-03-06 00:00:00,2020-03-21 00:00:00,2020-03-06 00:00:00,NAH4,262.65,16-30
1860,U001,200769623,WAL-MAR in,2020-06-08 22:54:03.875000,2020.0,1930882417.0,2020-05-09 00:00:00,2020-05-24 00:00:00,2020-05-09 00:00:00,NAH4,1826.92,16-30
1861,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1862,U001,0200769623,WAL-MAR llc,2020-05-07 20:56:08.750000,2020.0,1930746786.0,2020-04-06 00:00:00,2020-04-21 00:00:00,2020-04-06 00:00:00,NAH4,20789.29,16-30
1863,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1864,CA02,0140104429,COSTCO corporation,2020-04-24 02:06:41.125000,2020.0,2960627512.0,2020-04-07 00:00:00,2020-04-19 00:00:00,2020-04-09 00:00:00,CA10,1781.563,0-15
1865,U001,0200783609,PROFIC corp,2020-04-19 07:21:20.085937500,2020.0,1930638061.0,2020-03-17 00:00:00,2020-04-18 00:00:00,2020-03-17 00:00:00,NA32,16101.4,0-15
1866,U001,0200769623,WAL-MAR associates,2020-05-29 12:16:05.062500,2020.0,1930847213.0,2020-05-04 00:00:00,2020-05-19 00:00:00,2020-05-04 00:00:00,NAH4,19372.26,0-15
1867,U001,0200592182,DECA associates,2020-04-13 12:51:25.468750,2020.0,1930690492.0,2020-03-25 00:00:00,2020-04-08 00:00:00,2020-03-16 00:00:00,NAM4,33.24,0-15
1868,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1869,U001,0200769623,WAL-MAR systems,2020-05-20 21:25:01.375000,2020.0,1930805276.0,2020-04-20 00:00:00,2020-05-05 00:00:00,2020-04-20 00:00:00,NAH4,56898.14,16-30
1870,U001,0200726979,BJ'S  corporation,2020-04-11 08:55:23.187500,2020.0,1930682257.0,2020-03-21 00:00:00,2020-04-05 00:00:00,2020-03-21 00:00:00,NAA8,386.5,0-15
1871,U001,0100036039,GI trust,2020-04-15 05:12:57.251953125,2020.0,1930724134.0,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-03-31 00:00:00,NAA8,36439.43,0-15
1872,U001,0200769623,WAL-MAR in,2020-05-13 14:33:20.500000,2020.0,1930778655.0,2020-04-12 00:00:00,2020-04-27 00:00:00,2020-04-12 00:00:00,NAH4,9011.81,16-30
1873,U001,0200712105,WALG corporation,2020-06-06 04:52:20.750000,2020.0,1930598769.0,2020-03-03 00:00:00,2020-05-07 00:00:00,2020-03-03 00:00:00,NAGD,7741.44,31-45
1874,U001,0200744019,TARG ,2020-04-17 17:56:08.937500,2020.0,1930703258.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAA8,8383.36,0-15
1875,U001,0200726979,BJ'S  associates,2020-04-24 02:02:38.406250,2020.0,1930780727.0,2020-04-07 00:00:00,2020-04-22 00:00:00,2020-04-07 00:00:00,NAA8,928.4,0-15
1876,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1877,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1878,U001,0200769623,WAL-MAR associates,2020-04-16 18:06:33.750000,2020.0,1930660736.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAH4,514.92,0-15
1879,U001,0200315290,KWI associates,2020-05-12 06:21:53.937500,2020.0,1930814457.0,2020-04-22 00:00:00,2020-05-07 00:00:00,2020-04-22 00:00:00,NAA8,60187.33,0-15
1880,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1881,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1882,U001,0200706844,WINC systems,2020-04-07 12:52:40.250000,2020.0,1930571336.0,2020-02-27 00:00:00,2020-03-13 00:00:00,2020-02-27 00:00:00,NAA8,8277.85,16-30
1883,U001,0200769623,WAL-MAR corp,2020-05-04 12:54:02.125000,2020.0,1930736109.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAH4,5756.77,16-30
1884,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1885,U001,0200726979,BJ'S  corp,2020-04-17 11:54:40.671875,2020.0,1930730478.0,2020-04-01 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,NAA8,801.54,0-15
1886,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1887,U001,0200706844,WINC trust,2020-05-11 07:57:41.750000,2020.0,1930720700.0,2020-04-01 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,NAA8,49287.25,16-30
1888,U001,0200712105,WALG ,2020-05-15 01:28:40,2020.0,1930759500.0,2020-04-07 00:00:00,2020-04-22 00:00:00,2020-04-07 00:00:00,NAA8,74881.86,16-30
1889,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1890,U001,0100008001,ANHA us,2020-04-17 02:26:38.437500,2020.0,1930661276.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAA8,6677.76,0-15
1891,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1892,U001,0200708511,UPPER corporation,2020-04-03 13:51:43.812500,2020.0,1930642580.0,2020-03-12 00:00:00,2020-03-27 00:00:00,2020-03-12 00:00:00,NAA8,40899.41,0-15
1893,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1894,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1895,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1896,U001,0200755701,ASSOCI systems,2020-04-26 13:12:22.750000,2020.0,1930760133.0,2020-04-09 00:00:00,2020-04-24 00:00:00,2020-04-09 00:00:00,NAA8,22901.8,0-15
1897,CA02,0140104225,SAVE-ON- trust,2020-05-17 15:27:39.312500,2020.0,2960631615.0,2020-04-28 00:00:00,2020-05-09 00:00:00,2020-04-29 00:00:00,CA10,57086.833999999995,0-15
1898,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1899,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1900,U001,0200769623,WAL-MAR associates,2020-04-01 16:29:11.812500,2020.0,1930612503.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,10787.8,0-15
1901,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1902,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1903,U001,0200769623,WAL-MAR in,2020-04-02 16:34:46.250000,2020.0,1930585620.0,2020-03-02 00:00:00,2020-03-17 00:00:00,2020-03-02 00:00:00,NAH4,34122.82,16-30
1904,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1905,U001,0200744019,TARG in,2020-03-27 05:18:40.062500,2020.0,1930633796.0,2020-03-10 00:00:00,2020-03-25 00:00:00,2020-03-10 00:00:00,NAA8,38499.2,0-15
1906,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1907,U001,0200726979,BJ'S  corp,2020-03-23 18:46:42,2020.0,1930607562.0,2020-03-06 00:00:00,2020-03-21 00:00:00,2020-03-06 00:00:00,NAA8,179.22,0-15
1908,U001,0200769623,WAL-MAR foundation,2020-05-12 02:28:59,2020.0,1930776556.0,2020-04-10 00:00:00,2020-04-25 00:00:00,2020-04-10 00:00:00,NAH4,13065.2,16-30
1909,U001,0200769623,WAL-MAR foundation,2020-05-12 09:08:38.625000,2020.0,1930780825.0,2020-04-14 00:00:00,2020-04-29 00:00:00,2020-04-14 00:00:00,NAH4,43.61,0-15
1910,CA02,0140104472,MARTIN corporation,2020-05-20 21:29:04.281250,2020.0,2960631769.0,2020-05-01 00:00:00,2020-05-16 00:00:00,2020-05-06 00:00:00,CA10,1153.1519999999998,0-15
1911,U001,0200769623,WAL-MAR ,2020-03-23 11:40:27.312500,2020.0,1930582845.0,2020-03-01 00:00:00,2020-03-16 00:00:00,2020-03-01 00:00:00,NAH4,717.76,0-15
1912,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1913,CA02,0140104729,ALIME corp,2020-04-04 16:40:04.250000,2020.0,2960618048.0,2020-03-09 00:00:00,2020-03-21 00:00:00,2020-03-11 00:00:00,CA10,3742.2,0-15
1914,U001,0200803720,DEC co,2020-05-29 00:56:17.250000,2020.0,1930872368.0,2020-05-07 00:00:00,2020-05-24 00:00:00,2020-05-01 00:00:00,NAM4,174.72,0-15
1915,U001,0200418007,AM systems,2020-05-07 13:06:38.421875,2020.0,1930800693.0,2020-04-21 00:00:00,2020-05-06 00:00:00,2020-04-21 00:00:00,NAA8,19529.44,0-15
1916,U001,0200769623,WAL-MAR ,2020-05-11 17:31:23.500000,2020.0,1930802298.0,2020-04-19 00:00:00,2020-05-04 00:00:00,2020-04-19 00:00:00,NAH4,36323.43,0-15
1917,U001,0200769623,WAL-MAR associates,2020-04-18 02:38:46.437500,2020.0,1930689842.0,2020-03-24 00:00:00,2020-04-08 00:00:00,2020-03-24 00:00:00,NAH4,31071.0,0-15
1918,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1919,CA02,0140104440,SO corporation,2020-04-27 00:35:55.250000,2020.0,2960627462.0,2020-04-12 00:00:00,2020-04-25 00:00:00,2020-04-15 00:00:00,CA10,176379.819,0-15
1920,U001,200780383,MEIJ in,2020-05-21 13:34:50.843750,2020.0,1930868341.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAA8,32397.73,0-15
1921,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1922,U001,0200759878,SA trust,2020-03-28 12:01:05.308593750,2020.0,1930644372.0,2020-03-13 00:00:00,2020-03-28 00:00:00,2020-03-13 00:00:00,NAH4,12154.78,0-15
1923,U001,0200769623,WAL-MAR corporation,2020-04-01 19:51:27.750000,2020.0,1930585279.0,2020-03-02 00:00:00,2020-03-17 00:00:00,2020-03-02 00:00:00,NAH4,56241.78,16-30
1924,U001,0200792293,UNIFIE foundation,2020-05-15 07:33:00.828125,2020.0,1930832775.0,2020-04-28 00:00:00,2020-05-13 00:00:00,2020-04-28 00:00:00,NAA8,50913.18,0-15
1925,U001,200744019,TARG co,2020-05-16 18:06:42.140625,2020.0,1930834005.0,2020-04-29 00:00:00,2020-05-14 00:00:00,2020-04-29 00:00:00,NAA8,3102.7,0-15
1926,U001,0200759878,SA associates,2020-03-28 09:13:56.457031250,2020.0,1930638684.0,2020-03-13 00:00:00,2020-03-28 00:00:00,2020-03-13 00:00:00,NAH4,15005.29,0-15
1927,U001,0200769623,WAL-MAR corp,2020-05-20 05:24:14.125000,2020.0,1930797397.0,2020-04-19 00:00:00,2020-05-04 00:00:00,2020-04-19 00:00:00,NAH4,27713.53,16-30
1928,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1929,U001,0200770677,KRAS llc,2020-04-25 16:03:46.562500,2020.0,1930730912.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAA8,40469.12,0-15
1930,CA02,140105847,GORDON F corp,2020-05-21 14:21:16.843750,2020.0,2960632014.0,2020-04-30 00:00:00,2020-05-17 00:00:00,2020-05-07 00:00:00,CA10,1209.6,0-15
1931,U001,0200769623,WAL-MAR co,2020-05-15 14:58:52,2020.0,1930785374.0,2020-04-14 00:00:00,2020-04-29 00:00:00,2020-04-14 00:00:00,NAH4,34497.0,16-30
1932,U001,0200769623,WAL-MAR llc,2020-05-16 07:43:22.625000,2020.0,1930794303.0,2020-04-16 00:00:00,2020-05-01 00:00:00,2020-04-16 00:00:00,NAH4,27810.76,16-30
1933,U001,0200769623,WAL-MAR us,2020-05-30 23:56:25.750000,2020.0,1930803100.0,2020-04-19 00:00:00,2020-05-04 00:00:00,2020-04-19 00:00:00,NAH4,1898.9,16-30
1934,U001,0200772595,SAFEW corp,2020-04-16 06:30:10.072265625,2020.0,1930713245.0,2020-04-01 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,NAA8,49191.07,0-15
1935,U001,200744019,TARG in,2020-05-25 11:36:38.625000,2020.0,1930859174.0,2020-05-06 00:00:00,2020-05-21 00:00:00,2020-05-06 00:00:00,NAA8,17478.33,0-15
1936,U001,0200900212,CASEY trust,2020-05-09 07:51:36.046875,2020.0,1930816239.0,2020-04-22 00:00:00,2020-05-07 00:00:00,2020-04-22 00:00:00,NAA8,8580.92,0-15
1937,U001,0200744019,TARG corp,2020-04-03 21:48:41.484375,2020.0,1930654235.0,2020-03-17 00:00:00,2020-04-01 00:00:00,2020-03-17 00:00:00,NAA8,15663.41,0-15
1938,CA02,0140104440,SO corp,2020-03-30 05:20:39.234375,2020.0,2960621658.0,2020-03-17 00:00:00,2020-03-28 00:00:00,2020-03-18 00:00:00,CA10,45561.208,0-15
1939,U001,0200727278,BLOU llc,2020-04-28 12:57:02.187500,2020.0,1930739544.0,2020-04-06 00:00:00,2020-04-21 00:00:00,2020-04-06 00:00:00,NAA8,78970.95,0-15
1940,U001,0200769623,WAL-MAR us,2020-05-20 07:31:22,2020.0,1930774766.0,2020-04-13 00:00:00,2020-04-28 00:00:00,2020-04-13 00:00:00,NAH4,3893.73,16-30
1941,U001,0200769623,WAL-MAR ,2020-04-20 12:35:16.625000,2020.0,1930716474.0,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-03-29 00:00:00,NAH4,39853.56,0-15
1942,U001,0200793513,KROGER ,2020-05-02 02:37:12.174804688,2020.0,1930796444.0,2020-04-17 00:00:00,2020-05-02 00:00:00,2020-04-17 00:00:00,NAA8,22844.09,0-15
1943,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1944,U001,0200769623,WAL-MAR ,2020-05-26 08:22:07.437500,2020.0,1930844787.0,2020-05-01 00:00:00,2020-05-16 00:00:00,2020-05-01 00:00:00,NAH4,9802.64,0-15
1945,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1946,CA02,0140104225,SAVE-ON- trust,2020-03-23 09:55:47.816406250,2020.0,2960620361.0,2020-03-12 00:00:00,2020-03-23 00:00:00,2020-03-13 00:00:00,CA10,75383.12599999999,0-15
1947,U001,200769623,WAL-MAR trust,2020-06-15 16:00:35.375000,2020.0,1930893129.0,2020-05-12 00:00:00,2020-05-27 00:00:00,2020-05-12 00:00:00,NAH4,26162.78,16-30
1948,U001,0200769623,WAL-MAR foundation,2020-04-26 12:41:30,2020.0,1930705866.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAH4,22864.11,16-30
1949,U001,0200744019,TARG associates,2020-05-13 21:46:13.125000,2020.0,1930825929.0,2020-04-25 00:00:00,2020-05-10 00:00:00,2020-04-25 00:00:00,NAA8,25487.34,0-15
1950,U001,0200707822,PUBLI corp,2020-04-23 04:37:50,2020.0,1930763820.0,2020-04-07 00:00:00,2020-04-22 00:00:00,2020-04-07 00:00:00,NAA8,11859.71,0-15
1951,U001,0200769623,WAL-MAR llc,2020-05-25 01:03:55.625000,2020.0,1930826946.0,2020-04-26 00:00:00,2020-05-11 00:00:00,2020-04-26 00:00:00,NAH4,36575.17,0-15
1952,U001,0200769623,WAL-MAR co,2020-04-13 15:18:40,2020.0,1930643332.0,2020-03-13 00:00:00,2020-03-28 00:00:00,2020-03-13 00:00:00,NAH4,15268.72,16-30
1953,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1954,U001,0200769623,WAL-MAR associates,2020-04-22 21:30:55.062500,2020.0,1930713191.0,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-03-29 00:00:00,NAH4,30856.78,0-15
1955,U001,0200769623,WAL-MAR llc,2020-04-24 01:03:55.625000,2020.0,1930700639.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAH4,35080.14,0-15
1956,U001,0200729942,SA trust,2020-05-12 16:56:37.117187500,2020.0,1930830256.0,2020-04-27 00:00:00,2020-05-12 00:00:00,2020-04-27 00:00:00,NAA8,17255.95,0-15
1957,U001,0200775094,SAVE M associates,2020-03-26 02:39:42.773437500,2020.0,1930630645.0,2020-03-10 00:00:00,2020-03-25 00:00:00,2020-03-10 00:00:00,NAA8,72431.97,0-15
1958,U001,0200769623,WAL-MAR corporation,2020-04-05 15:44:44.250000,2020.0,1930619786.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,41634.08,0-15
1959,U001,0200744019,TARG in,2020-04-20 06:10:10.562500,2020.0,1930725079.0,2020-04-01 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,NAA8,7725.02,0-15
1960,U001,0200769623,WAL-MAR corporation,2020-06-05 17:16:24.500000,2020.0,1930860004.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAH4,8949.7,16-30
1961,U001,0200769623,WAL-MAR co,2020-04-25 06:38:03.375000,2020.0,1930710113.0,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-03-28 00:00:00,NAH4,75620.63,0-15
1962,U001,0200769623,WAL-MAR ,2020-04-20 23:58:10.125000,2020.0,1930698817.0,2020-03-27 00:00:00,2020-04-11 00:00:00,2020-03-27 00:00:00,NAH4,18492.88,0-15
1963,U001,0200418007,AM us,2020-06-14 10:01:19.906250,2020.0,1930752249.0,2020-04-06 00:00:00,2020-06-10 00:00:00,2020-04-06 00:00:00,NAGD,1765.44,0-15
1964,U001,0200704858,WAKE associates,2020-04-24 12:49:53.250000,2020.0,1930727340.0,2020-04-01 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,NAA8,9207.28,0-15
1965,U001,0200771157,WEIS in,2020-05-16 19:19:28.500000,2020.0,1930758186.0,2020-04-07 00:00:00,2020-04-22 00:00:00,2020-04-07 00:00:00,NAA8,59660.9,16-30
1966,U001,0200769623,WAL-MAR foundation,2020-03-30 08:08:57.125000,2020.0,1930580965.0,2020-02-28 00:00:00,2020-03-14 00:00:00,2020-02-28 00:00:00,NAH4,16157.62,16-30
1967,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1968,U001,0200704045,RA trust,2020-03-18 16:10:54.593750,2020.0,1930598322.0,2020-03-03 00:00:00,2020-03-18 00:00:00,2020-03-03 00:00:00,NAA8,5436.98,0-15
1969,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1970,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1971,U001,0200138417,K&K  systems,2020-05-08 13:15:00.562500,2020.0,1930565149.0,2020-02-29 00:00:00,2020-05-04 00:00:00,2020-02-29 00:00:00,NAGD,309.69,0-15
1972,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1973,CA02,140104409,LOB trust,2020-04-06 05:59:36.187500,2020.0,2960624280.0,2020-03-25 00:00:00,2020-04-04 00:00:00,2020-03-25 00:00:00,CA10,17627.904,0-15
1974,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1975,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1976,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1977,U001,200769623,WAL-MAR ,2020-06-04 13:45:39.062500,2020.0,1930879546.0,2020-05-10 00:00:00,2020-05-25 00:00:00,2020-05-10 00:00:00,NAH4,26390.45,0-15
1978,U001,0200353024,DECA trust,2020-03-26 01:12:22.796875,2020.0,1930606737.0,2020-03-05 00:00:00,2020-03-24 00:00:00,2020-03-01 00:00:00,NAM4,54.0,0-15
1979,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1980,U001,0200714601,HOGG  corp,2020-05-16 21:21:40,2020.0,1930747484.0,2020-04-04 00:00:00,2020-05-06 00:00:00,2020-04-04 00:00:00,NA32,15208.86,0-15
1981,U001,0200769623,WAL-MAR associates,2020-04-08 08:53:26.687500,2020.0,1930642928.0,2020-03-14 00:00:00,2020-03-29 00:00:00,2020-03-14 00:00:00,NAH4,17962.53,0-15
1982,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1983,U001,0200726979,BJ'S  co,2020-03-29 02:51:35.781250,2020.0,1930645932.0,2020-03-12 00:00:00,2020-03-27 00:00:00,2020-03-12 00:00:00,NAA8,55.21,0-15
1984,U001,0200126819,MCLANE associates,2020-04-13 13:18:32.421875,2020.0,1930705684.0,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-03-28 00:00:00,NAA8,12356.64,0-15
1985,U001,0200769623,WAL-MAR in,2020-05-12 14:33:20.500000,2020.0,1930775773.0,2020-04-11 00:00:00,2020-04-26 00:00:00,2020-04-11 00:00:00,NAH4,11186.53,16-30
1986,U001,0200761734,H E BUT systems,2020-04-02 13:09:38.722656250,2020.0,1930652334.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAA8,14868.0,0-15
1987,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1988,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1989,U001,0200769623,WAL-MAR in,2020-05-21 07:58:57.125000,2020.0,1930799125.0,2020-04-17 00:00:00,2020-05-02 00:00:00,2020-04-17 00:00:00,NAH4,5601.67,16-30
1990,U001,200769623,WAL-MAR corporation,2020-04-21 01:54:18.750000,2020.0,1930682396.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAH4,35963.35,0-15
1991,CA02,0140104440,SO associates,2020-05-01 22:33:29.695312500,2020.0,2960628794.0,2020-04-19 00:00:00,2020-05-01 00:00:00,2020-04-21 00:00:00,CA10,107678.907,0-15
1992,U001,0200769623,WAL-MAR corporation,2020-04-04 16:59:40.375000,2020.0,1930597345.0,2020-03-04 00:00:00,2020-03-19 00:00:00,2020-03-04 00:00:00,NAH4,4145.27,16-30
1993,U001,0200769623,WAL-MAR systems,2020-04-17 23:46:09.375000,2020.0,1930652461.0,2020-03-16 00:00:00,2020-03-31 00:00:00,2020-03-16 00:00:00,NAH4,6532.6,16-30
1994,CA02,0140106408,WAL-M us,2020-05-25 17:20:27.625000,2020.0,2960630467.0,2020-04-25 00:00:00,2020-05-06 00:00:00,2020-04-26 00:00:00,CA10,54659.38799999999,16-30
1995,U001,200704858,WAKE us,2020-05-24 12:44:24.687500,2020.0,1930858371.0,2020-05-06 00:00:00,2020-05-21 00:00:00,2020-05-06 00:00:00,NAA8,46061.42,0-15
1996,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
1997,U001,0200793122,PIGGLY associates,2020-05-05 01:22:36.877441406,2020.0,1930800450.0,2020-04-20 00:00:00,2020-05-05 00:00:00,2020-04-20 00:00:00,NAA8,24813.18,0-15
1998,U001,0200769623,WAL-MAR llc,2020-05-26 06:47:30.750000,2020.0,1930808613.0,2020-04-21 00:00:00,2020-05-06 00:00:00,2020-04-21 00:00:00,NAH4,2713.05,16-30
1999,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
2000,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
2001,U001,0200769623,WAL-MAR trust,2020-03-30 22:43:25.250000,2020.0,1930570932.0,2020-02-28 00:00:00,2020-03-14 00:00:00,2020-02-28 00:00:00,NAH4,44678.56,16-30
2002,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
2003,U001,0200900212,CASEY foundation,2020-04-03 20:19:16.187500,2020.0,1930639645.0,2020-03-11 00:00:00,2020-03-26 00:00:00,2020-03-11 00:00:00,NAA8,26941.79,0-15
2004,U001,0200756072,REINHA in,2020-04-14 21:57:44.046875,2020.0,1930715562.0,2020-03-30 00:00:00,2020-04-14 00:00:00,2020-03-30 00:00:00,NAA8,26326.08,0-15
2005,U001,0200769623,WAL-MAR in,2020-04-08 22:01:14.375000,2020.0,1930622723.0,2020-03-08 00:00:00,2020-03-23 00:00:00,2020-03-08 00:00:00,NAH4,27340.41,16-30
2006,U001,0200769623,WAL-MAR ,2020-05-26 08:22:07.437500,2020.0,1930843657.0,2020-05-01 00:00:00,2020-05-16 00:00:00,2020-05-01 00:00:00,NAH4,13813.24,0-15
2007,U001,0100021540,MASTER corporation,2020-04-15 05:43:54.250000,2020.0,1930728993.0,2020-04-02 00:00:00,2020-04-12 00:00:00,2020-04-02 00:00:00,NA10,83884.44,0-15
2008,U001,0200794332,COST associates,2020-04-05 04:23:10.687500,2020.0,1930652562.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAAX,4849.77,0-15
2009,U001,0200726979,BJ'S  us,2020-04-12 09:05:24,2020.0,1930685180.0,2020-03-22 00:00:00,2020-04-06 00:00:00,2020-03-22 00:00:00,NAA8,444.37,0-15
2010,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
2011,U001,0200769623,WAL-MAR associates,2020-04-07 09:13:14.562500,2020.0,1930646679.0,2020-03-13 00:00:00,2020-03-28 00:00:00,2020-03-13 00:00:00,NAH4,17754.5,0-15
2012,U001,0200769623,WAL-MAR llc,2020-04-29 18:48:00.500000,2020.0,1930724891.0,2020-04-01 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,NAH4,598.03,0-15
2013,U001,0200769623,WAL-MAR co,2020-05-05 17:51:24.875000,2020.0,1930732624.0,2020-04-04 00:00:00,2020-04-19 00:00:00,2020-04-04 00:00:00,NAH4,4486.27,16-30
2014,U001,0200769623,WAL-MAR corporation,2020-05-26 07:39:05.750000,2020.0,1930823107.0,2020-04-25 00:00:00,2020-05-10 00:00:00,2020-04-25 00:00:00,NAH4,27860.74,16-30
2015,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
2016,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
2017,U001,0200769623,WAL-MAR corp,2020-04-04 14:56:33.250000,2020.0,1930594541.0,2020-03-04 00:00:00,2020-03-19 00:00:00,2020-03-04 00:00:00,NAH4,2750.14,16-30
